"determinand_id","determinand_desc","definition","unit_of_measure","unit_of_measure_desc"
8651,"Zn - wet wt","Zinc : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
153,"Alky pH8.3","Alkalinity to pH 8.3 as CaCO3","mg/l","MILLIGRAM PER LITRE"
167,"Sulphide - S","Sulphide as S","mg/l","MILLIGRAM PER LITRE"
6448,"Propyzamide","Propyzamide","ug/l","MICROGRAM PER LITRE"
31,"Liq WRT OD","Water level above OD","m","METRE"
3428,"Water Depth","Water Depth","m","METRE"
723,"Diazinon","Diazinon","ug/l","MICROGRAM PER LITRE"
3399,"Chloroxuran","Chloroxuron","ug/l","MICROGRAM PER LITRE"
5563,"Prometryn","Prometryn","ug/l","MICROGRAM PER LITRE"
3400,"Monuron","Monuron","ug/l","MICROGRAM PER LITRE"
6760,"Chloridazon","Chloridazon","ug/l","MICROGRAM PER LITRE"
317,"Ti - Dry Wt","Titanium : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
9451,"2,3-Xylenol","2,3-Dimethylphenol :- {2,3-Xylenol}","ug/l","MICROGRAM PER LITRE"
3292,"Chlordbrmthn","Chlorodibromomethane","ug/l","MICROGRAM PER LITRE"
3343,"2,4-Xylenol","2,4-Dimethylphenol :- {2,4-Xylenol}","ug/l","MICROGRAM PER LITRE"
7669,"FLOW INT","Flow : Integrator :- {Cumulative Flow}","m3","CUBIC METRE"
8863,"B'hole RefPt","Borehole : Reference point above OD","m","METRE"
1540,"DDT (OP')WWt","DDT -op : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
6955,"Ethiofencarb","Ethiofencarb","ug/l","MICROGRAM PER LITRE"
9860,"Metalaxyl","Metalaxyl","ug/l","MICROGRAM PER LITRE"
7261,"Fluoranth WW","Fluoranthene : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
6620,"Clopyralid","Clopyralid","ug/l","MICROGRAM PER LITRE"
5732,"TriPT Cation","Triphenyl Tin as Cation","ug/l","MICROGRAM PER LITRE"
6049,"Selenium -Se","Selenium","ug/l","MICROGRAM PER LITRE"
462,"DtgrtCat","Detergents, Cationic - unspecified","mg/l","MILLIGRAM PER LITRE"
9586,"Propetamphos","Propetamphos","ug/l","MICROGRAM PER LITRE"
3203,"Isodrin WWt","Isodrin : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
7921,"OILS UV","Hydrocarbons, UV Fluorescence : SWAD","ug/l","MICROGRAM PER LITRE"
301,"C - Org Filt","Carbon, Organic, Dissolved as C :- {DOC}","mg/l","MILLIGRAM PER LITRE"
8653,"Se - wet wt","Selenium : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
1568,"Endrin WWt","Endrin : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
174,"CN Free","Cyanide : Free as CN","mg/l","MILLIGRAM PER LITRE"
3162,"PCB 180 WWt","PCB - 180 : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
7225,"BenzGHIper W","Benzo(g,h,i)Perylene : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
1512,"Dieldrin WWt","Dieldrin : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
6061,"Vanadium - V","Vanadium","ug/l","MICROGRAM PER LITRE"
3147,"PCB 52 WWt","PCB - 052 : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
8406,"AnthracenWW","Anthracene : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
9669,"Naphthalene","Naphthalene","ug/l","MICROGRAM PER LITRE"
3342,"4Cl3MePhenol","4-Chloro-3-methylphenol :- {p-Chloro-m-cresol}","ug/l","MICROGRAM PER LITRE"
8883,"RelativePres","Borehole : Pressure relative to atmospheric pressure","mbar","MILLIBAR"
3153,"PCB 118 WWt","PCB - 118 : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
134,"Sld Filt@105","Solids, Dissolved at 105 C","mg/l","MILLIGRAM PER LITRE"
62,"Cond @ 20C","Conductivity at 20 C","us/cm","MICROSIEMENS PER CENTIMETRE"
4937,"HEXAMINE","Hexamine","ug/l","MICROGRAM PER LITRE"
357,"As - DWt","Arsenic : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
9696,"Beryllium-Be","Beryllium","ug/l","MICROGRAM PER LITRE"
8407,"Pyrene WW","Pyrene : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
7151,"THODNU 40 C","Odour : Threshold Number at 40 C","ton","THRESHOLD ODOUR NUMBER"
7612,"Asbest.fbr","Asbestos : Fibres detected","pres/nf","PRESENT/NOT FOUND"
3421,"Flow Instant","Flow, instantaneous","m3/h","CUBIC METRE PER HOUR"
2551,"StrepF C-MF","Streptococci : Faecal : Confirmed : MF","no/100ml","NUMBER PER HUNDRED MILLILITRES"
7139,"As WET WT","Arsenic : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
6940,"PhenolsSWAD","Phenols : Total (Seven compounds) : SWAD","ug/l","MICROGRAM PER LITRE"
7140,"Fe Wet Wt","Iron : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
9695,"HcarbonsFilt","Hydrocarbons : Dissolved or emulsified","ug/l","MICROGRAM PER LITRE"
1552,"DDE (PP')WWt","DDE -pp : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
1484,"Aldrin WWt","Aldrin : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
3156,"PCB 138 WWt","PCB - 138 : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
8680,"Lipid tot ww","Lipids : Total : Wet Wt","%","PERCENTAGE"
46,"Flow Instant","Flow, instantaneous","m3/d","CUBIC METRE PER DAY"
1012,"Sld V @ 500C","Solids, Volatile at 500 C","%","PERCENTAGE"
7071,"Prochloraz","Prochloraz","ug/l","MICROGRAM PER LITRE"
216,"Cu - Dry Wt","Copper : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
171,"Bromide Ion","Bromide","mg/l","MILLIGRAM PER LITRE"
7142,"Ti Wet Wt","Titanium : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
3401,"ICP-MS Semiq","ICP-MS : Metals screen : Semi-quantitative","unitless","UNITLESS VALUE"
9821,"CAlky CaCO3","Alkalinity, Carbonate as CaCO3","mg/l","MILLIGRAM PER LITRE"
254,"Cd - Dry Wt","Cadmium : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
430,"Ni - Dry Wt","Nickel : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
28,"Wind Degrees","Weather : Wind Direction : Degrees","deg","DEGREE"
7143,"V Wet Wt","Vanadium : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
6058,"Antimony -Sb","Antimony","ug/l","MICROGRAM PER LITRE"
7444,"D Site Insp","Descriptive Site Inspection : Pass/Fail 1/0","coded","Coded Result"
8646,"Cd - wet wt","Cadmium : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
1254,"Cd - Wet Wt","Cadmium : Wet Wt","mg/kg","MILLIGRAM PER KILOGRAM"
9817,"2,6-DCP","2,6-Dichlorophenol","ug/l","MICROGRAM PER LITRE"
7080,"ChlorineSite","Chlorine : Total : In Situ as Cl2","mg/l","MILLIGRAM PER LITRE"
8414,"B-[a]-pyrWW","Benzo(a)Pyrene : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
747,"Ind123pyrWWt","Indeno(1,2,3-cd)pyrene : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
1488,"HCHAlpha WWt","HCH -alpha : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
3372,"OilTypeQual","Oil Type : Qualitative","unitless","UNITLESS VALUE"
8415,"ChryseneWW","Chrysene : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
7172,"CYCLOHEXANON","Cyclohexanone","mg/l","MILLIGRAM PER LITRE"
152,"Acidity pH45","Acidity to pH 4.5 as CaCO3","mg/l","MILLIGRAM PER LITRE"
1193,"Salmonella","Salmonella: in 1 Litre","pres/nf","PRESENT/NOT FOUND"
9151,"Colour (1/0)","Colour (1/0)","yes/no","YES(1) OR NO(0)"
37,"Flow m3/s","Flow, instantaneous","m3/s","CUBIC METRE PER SECOND"
8047,"Biphenyl","Biphenyl","ug/l","MICROGRAM PER LITRE"
6054,"Cobalt - Co","Cobalt","ug/l","MICROGRAM PER LITRE"
8048,"CL-N-Toluens","Chloronitrotoluene : Total Isomers","ug/l","MICROGRAM PER LITRE"
7171,"ACRYLONITRIL","Acrylonitrile","ug/l","MICROGRAM PER LITRE"
8634,"Flashpt code","Flashpoint : Code","coded","Coded Result"
9573,"Molybdenm-Mo","Molybdenum","ug/l","MICROGRAM PER LITRE"
758,"Urea as N","Urea as N","mg/l","MILLIGRAM PER LITRE"
8177,"FlashP-Abel","Flashpoint : ABEL","cel","CELSIUS"
9068,"Ioxynil","Ioxynil","ug/l","MICROGRAM PER LITRE"
777,"Methanol","Methanol","mg/l","MILLIGRAM PER LITRE"
8128,"GAS BALANCE","Gas Balance : Sum of (CO2 + Oxygen + Methane)","%","PERCENTAGE"
88,"BOD  5 Day-O","BOD : 5 Day","mg/l","MILLIGRAM PER LITRE"
7396,"ACTNIT dwt","Acetonitrile : Dry Wt :- {Methyl Cyanide}","ug/kg","MICROGRAM PER KILOGRAM"
8858,"H2S","Hydrogen Sulphide","ppm","PARTS PER MILLION"
9924,"Oxygen Diss","Oxygen, Dissolved as O2","mg/l","MILLIGRAM PER LITRE"
5331,"BTEX DW","BTEX : Dry Wt :- {Total Benzene Toluene Ethylbenzene and Xylene}","mg/kg","MILLIGRAM PER KILOGRAM"
9190,"4-nonPhenol","4-Nonylphenol Branched","ug/l","MICROGRAM PER LITRE"
753,"PCBs","PCB : Total","ug/l","MICROGRAM PER LITRE"
9446,"Ba- Filtered","Barium, Dissolved","ug/l","MICROGRAM PER LITRE"
6037,"Al- Filtered","Aluminium, Dissolved","ug/l","MICROGRAM PER LITRE"
9267,"ptOctylPheno","4-tert-Octylphenol :- {p-tert-Octylphenol}","ug/l","MICROGRAM PER LITRE"
7434,"NATGRIDREF","National Grid Reference : Whole : Field report","unitless","UNITLESS VALUE"
9853,"Nitrate Filt","Nitrate, Filtered as N","mg/l","MILLIGRAM PER LITRE"
4838,"Weather Waiv","Unusual Weather Waiver (WRA)","coded","Coded Result"
6841,"Phenol Odour","Phenolic Odour","pres/nf","PRESENT/NOT FOUND"
6976,"Napropamide","Napropamide","ug/l","MICROGRAM PER LITRE"
192,"Phosphate","Phosphate :- {TIP}","mg/l","MILLIGRAM PER LITRE"
9979,"Ethion","Ethion","ug/l","MICROGRAM PER LITRE"
8382,"AcenapthyDW","Acenaphthylene : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
7581,"NonPhe2EthOx","Nonylphenol-2-ethoxylate","ug/l","MICROGRAM PER LITRE"
8470,"PHENOL LCH D","Phenols, Leachable : Dry Wt as Phenol","mg/kg","MILLIGRAM PER KILOGRAM"
9866,"Cr LeachDW","Chromium, Leachable","mg/kg","MILLIGRAM PER KILOGRAM"
4,"Time Hi-Tide","Time of high tide","hh.mm","HOUR (HH.MM)"
2348,"E.coli C-MF","Escherichia coli : Confirmed : MF","no/100ml","NUMBER PER HUNDRED MILLILITRES"
715,"B-[ghi]-pDWt","Benzo(g,h,i)Perylene : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
6649,"Iprodione","Iprodione","ug/l","MICROGRAM PER LITRE"
6633,"Demeton-S","Demeton-S-methyl sulphoxide (Oxydemeton-methyl)","ug/l","MICROGRAM PER LITRE"
7303,"O Xylene DW","1,2-Dimethylbenzene : Dry Wt :- {o-Xylene}","ug/kg","MICROGRAM PER KILOGRAM"
4865,"Vol Filtered","Volume of Sample Filtered","ml","MILLILITRE"
3722,"IE Pres","Enterococci: Intestinal: Presumptive: MF","cfu/0.1l","Colony Forming Units / 100ml"
3643,"NP6EO","4-Nonylphenol hexexthoxylate","ug/l","MICROGRAM PER LITRE"
6063,"Strontium-Sr","Strontium","ug/l","MICROGRAM PER LITRE"
9447,"B - Filtered","Boron, Dissolved","ug/l","MICROGRAM PER LITRE"
3644,"NP7EO","4-Nonylphenol heptexthoxylate","ug/l","MICROGRAM PER LITRE"
6064,"Lithium - Li","Lithium","ug/l","MICROGRAM PER LITRE"
3636,"NP11EO","4-Nonylphenol undecaexthoxylate","ug/l","MICROGRAM PER LITRE"
9011,"PBDE 153","2,2,4,4,5,5-Hexabromodiphenyl ether :- {PBDE 153}","ug/l","MICROGRAM PER LITRE"
9845,"o-Xylene","1,2-Dimethylbenzene :- {o-Xylene}","ug/l","MICROGRAM PER LITRE"
3637,"NP13EO","4-Nonylphenol tridecaexthoxylate","ug/l","MICROGRAM PER LITRE"
3639,"NP5EO","4-Nonylphenol pentexthoxylate","ug/l","MICROGRAM PER LITRE"
5889,"Triclosan","Triclosan","ug/l","MICROGRAM PER LITRE"
9584,"Bicarb HCO3","Bicarbonate as HCO3","mg/l","MILLIGRAM PER LITRE"
4574,"Phytoplankto","Phytoplankton","coded","Coded Result"
7580,"NonPhenEthOx","Nonylphenol-1-ethoxylate","ug/l","MICROGRAM PER LITRE"
547,"Phorate","Phorate","ug/l","MICROGRAM PER LITRE"
3169,"pH in-situ","pH : In Situ","phunits","PH UNITS"
4994,"MR Screen","GCMS Screen : Target Based multi-residue screening : Semi Quantitative","text","Text Result"
3552,"Fenoprop","Fenoprop","ug/l","MICROGRAM PER LITRE"
463,"Dtrgt NncSyn","Detergents, Non-ionic","mg/l","MILLIGRAM PER LITRE"
6693,"StrontumFilt","Strontium, Filtered","ug/l","MICROGRAM PER LITRE"
113,"N Organic","Nitrogen, Organic as N","mg/l","MILLIGRAM PER LITRE"
3155,"PCB 138 DW","PCB - 138 : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
3146,"PCB 52 DW","PCB - 052 : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
1120,"Cyfluthrin","Cyfluthrin","ug/l","MICROGRAM PER LITRE"
8462,"Sb LeachDW","Antimony, Leachable","mg/kg","MILLIGRAM PER KILOGRAM"
8453,"CoroneneDW","Coronene : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
3641,"NP8EO","4-Nonylphenol octexthoxylate","ug/l","MICROGRAM PER LITRE"
9844,"ETBE","Ethyl tert-butyl ether :- {ETBE}","ug/l","MICROGRAM PER LITRE"
9019,"PBDE 47","2,2,4,4-Tetrabromodiphenyl ether :- {PBDE 47}","ug/l","MICROGRAM PER LITRE"
9339,"Fenuron","Fenuron","ug/l","MICROGRAM PER LITRE"
6538,"c12DClEthe","cis-1,2-Dichloroethylene :- {cis-1,2-Dichloroethene}","ug/l","MICROGRAM PER LITRE"
6473,"Uranium - U","Uranium","ug/l","MICROGRAM PER LITRE"
4760,"Sal Refracto","Salinity : Refractometer : Intertidal, Interstitial","ppt","Parts per thousand"
6640,"Fenchlorphos","Fenchlorphos :- {Ronnel}","ug/l","MICROGRAM PER LITRE"
7608,"SALinsitu","Salinity : In Situ","ppt","Parts per thousand"
6673,"2Phenoxyprop","2-Phenoxypropionic acid :- {PPA}","ug/l","MICROGRAM PER LITRE"
6373,"Thallium -Tl","Thallium : Total","ug/l","MICROGRAM PER LITRE"
9013,"PBDE 154","2,2,4,4,5,6-Hexabromodiphenyl ether :- {PBDE 154}","ug/l","MICROGRAM PER LITRE"
5568,"3Chlorotolun","3-Chlorotoluene :- {3-Chloromethylbenzene}","ug/l","MICROGRAM PER LITRE"
4382,"PCB total DW","PCB: Total (28,52,101,118,138,153,180): Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
6628,"Cyanazine","Cyanazine","ug/l","MICROGRAM PER LITRE"
4383,"PAH Total DW","PAH Total: Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
114,"N-Kjeldahl","Nitrogen, Kjeldahl as N","mg/l","MILLIGRAM PER LITRE"
7331,"Sort Coeff","Sorting Coefficient","unitless","UNITLESS VALUE"
3800,"NaphthalnDWt","Naphthalene : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
8998,"PirimiphsEth","Pirimiphos-ethyl","ug/l","MICROGRAM PER LITRE"
143,"Sld NV@500C","Solids, non-volatile at 500 C","mg/l","MILLIGRAM PER LITRE"
8999,"Irgarol 1051","Irgarol 1051","ug/l","MICROGRAM PER LITRE"
3635,"NPEs 1-15","Nonylphenol ethoxylates (1-15EO)","ug/l","MICROGRAM PER LITRE"
6060,"Titanium -Ti","Titanium","ug/l","MICROGRAM PER LITRE"
4575,"Invertebrate","Invertebrates","coded","Coded Result"
9345,"Diflurobnzrn","Diflurobenzuron","ug/l","MICROGRAM PER LITRE"
5891,"Fluoxetine","Fluoxetine : {Prozac}","ug/l","MICROGRAM PER LITRE"
7216,"Tot HCHs ABG","HCH : Total (Alpha, Beta, Gamma)","ug/l","MICROGRAM PER LITRE"
6583,"4Cl2Ntoluene","4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene}","ug/l","MICROGRAM PER LITRE"
9823,"Permthrn c+t","Permethrin (cis- and trans-)","ug/l","MICROGRAM PER LITRE"
8106,"Cl DW leach","Chloride, Leachable : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
575,"DDT Derived","DDT : Sum of components","ug/l","MICROGRAM PER LITRE"
6724,"DEHP","Di(2-ethylhexyl) phthalate :- {DEHP}","ug/l","MICROGRAM PER LITRE"
4910,"GSF <20","Grain Size fraction <20um","%","PERCENTAGE"
8394,"Sample Prep","Sample Preparation","text","Text Result"
3723,"IE Conf","Enterococci: Intestinal: Confirmed: MF","cfu/0.1l","Colony Forming Units / 100ml"
3863,"Diclofenac","Diclofenac","ug/l","MICROGRAM PER LITRE"
3642,"NP9EO","4-Nonylphenol nonaexthoxylate","ug/l","MICROGRAM PER LITRE"
6038,"Sn- Filtered","Tin, Dissolved","ug/l","MICROGRAM PER LITRE"
5000,"Misc Ident","Miscellaneous Identification","text","Text Result"
6396,"TurbidityNTU","Turbidity","ntu","NEPHELOMETRIC TURBIDITY UNITS"
9606,"Bupirimate","Bupirimate","ug/l","MICROGRAM PER LITRE"
8694,"GSF 1k- 2k","Grain Size Fraction : 1000 to 2000 microns","%","PERCENTAGE"
3680,"B-[a]-pyrDWt","Benzo(a)Pyrene : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
7559,"CHROMIUM","Chromium : Load","t/d","TONNE/DAY"
7342,"HTrlTW","Time of sampling relative to previous high water","hh.mm","HOUR (HH.MM)"
83,"BOD5DyATUFil","BOD : 5 Day ATU, Filtered","mg/l","MILLIGRAM PER LITRE"
9000,"Iodofenphos","Iodofenphos","ug/l","MICROGRAM PER LITRE"
9238,"Nonyl Phenol","Nonylphenol","ug/l","MICROGRAM PER LITRE"
6690,"SecButylbenz","sec-Butylbenzene :- {1-Methylpropylbenzene}","ug/l","MICROGRAM PER LITRE"
3645,"NP12EO","4-Nonylphenol dodecaexthoxylate","ug/l","MICROGRAM PER LITRE"
9861,"MetsulfrnMyl","Metsulfuron-methyl","ug/l","MICROGRAM PER LITRE"
4201,"Lithium Filt","Lithium, Dissolved","ug/l","MICROGRAM PER LITRE"
3638,"NP14EO","4-Nonylphenol tetradecaexthoxylate","ug/l","MICROGRAM PER LITRE"
8115,"pH leachate","pH of Leachate","phunits","PH UNITS"
4925,"N Dis Inorg","Nitrogen, Dissolved Inorganic : as N","mg/l","MILLIGRAM PER LITRE"
6539,"t12DCEe","trans-1,2-Dichloroethylene :- {trans-1,2-Dichloroethene}","ug/l","MICROGRAM PER LITRE"
3462,"Microx  5min","Microtox, 5 Minutes : EC50","%","PERCENTAGE"
6591,"DNOC","DNOC :- {4,6-dinitro-o-cresol}","ug/l","MICROGRAM PER LITRE"
186,"Thiocyanate","Thiocyanate as CNS","mg/l","MILLIGRAM PER LITRE"
7562,"DELTAMETHRIN","Deltamethrin","ug/l","MICROGRAM PER LITRE"
3269,"11DClEthan","1,1-Dichloroethane","ug/l","MICROGRAM PER LITRE"
3475,"Carbendazim","Carbendazim","ug/l","MICROGRAM PER LITRE"
9885,"V - Filtered","Vanadium, Dissolved","ug/l","MICROGRAM PER LITRE"
258,"Ba - Dry Wt","Barium : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
5446,"Cypermeth ID","Cypermethrin Identification","text","Text Result"
6547,"2Chlortoluen","2-Chlorotoluene :- {1-Chloro-2-methylbenzene}","ug/l","MICROGRAM PER LITRE"
3798,"AnthracenDWt","Anthracene : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
8107,"DOC Lch DW","Carbon, Organic, Dissolved, Leachable : Dry Wt as C","mg/kg","MILLIGRAM PER KILOGRAM"
3849,"12457-3 DW","BS EN 12457-3 two stage leach test DW","coded","Coded Result"
9868,"Pb LeachDW","Lead, Leachable","mg/kg","MILLIGRAM PER KILOGRAM"
6716,"m-p-Xylene","Dimethylbenzene : Sum of isomers (1,3- 1,4-)","ug/l","MICROGRAM PER LITRE"
4911,"GSF >8000","Grain Size Fraction >8000um","%","PERCENTAGE"
4883,"Site Inspect","Site Inspection : Pass/Fail (1/0)","coded","Coded Result"
3130,"Metoxuron","Metoxuron","ug/l","MICROGRAM PER LITRE"
911,"Cl2 Free","Chlorine Free as Cl2","mg/l","MILLIGRAM PER LITRE"
8997,"ATRZ-ISOPR","Atrazine-desisopropyl :- {Atrazine de-isopropyl}","ug/l","MICROGRAM PER LITRE"
6671,"PhenoxytcAcd","Phenoxyacetic acid :- {PAA}","ug/l","MICROGRAM PER LITRE"
8695,"GSF 2k-4k","Grain Size Fraction : 2000 to 4000 microns","%","PERCENTAGE"
3681,"Chrysene DWt","Chrysene : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
7558,"CHLOROFORM","Chloroform : Load :- {Trichloromethane}","t/d","TONNE/DAY"
3646,"NP10EO","4-Nonylphenol decaexthoxylate","ug/l","MICROGRAM PER LITRE"
8116,"Cond 20C lea","Conductivity at 20 C, Leachable","us/cm","MICROSIEMENS PER CENTIMETRE"
9341,"Permethrn-cs","cis-Permethrin","ug/l","MICROGRAM PER LITRE"
3126,"Flucofuron","Flucofuron","ug/l","MICROGRAM PER LITRE"
3158,"PCB 153 DW","PCB - 153 : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
7706,"SO4 Lch DW","Sulphate, Leachable : Dry Wt as SO4","mg/kg","MILLIGRAM PER KILOGRAM"
7610,"Alk-Gran","Alkalinity to pH 4.5 : Grans Plot","mg/l","MILLIGRAM PER LITRE"
4017,"GSF 500-999","Grain Size Fraction : 500 to 999 microns","%","PERCENTAGE"
3463,"Microx 15min","Microtox, 15 Minutes : EC50","%","PERCENTAGE"
9015,"PBDE 99","2,2,4,4,5-Pentabromodiphenyl ether :- {PBDE 99}","ug/l","MICROGRAM PER LITRE"
3640,"NP15EO","4-Nonylphenol pentadecaexthoxylate","ug/l","MICROGRAM PER LITRE"
9756,"Neburon","Neburon","ug/l","MICROGRAM PER LITRE"
4387,"NP3EO","p-Nonylphenol Triethoxylate (isomer mix)","ug/l","MICROGRAM PER LITRE"
6425,"Flow Tot Dly","Flow : Daily total","m3/d","CUBIC METRE PER DAY"
4912,"GS Median","Grain Size Median","mm","MILLIMETRE"
737,"FluorthneDWt","Fluoranthene : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
6672,"4Phenoxbutyr","4-Phenoxybutyric acid :- {PBA}","ug/l","MICROGRAM PER LITRE"
3682,"Pyrene DWt","Pyrene : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
9474,"Coumaphos","Coumaphos","ug/l","MICROGRAM PER LITRE"
3557,"CN Free UDWt","Cyanide : Free uncomplexed : Dry Wt as CN","mg/kg","MILLIGRAM PER KILOGRAM"
8776,"Report","Sample Analysis : Text Report","text","Text Result"
9456,"1,2,4-Trimet","1,2,4-Trimethylbenzene","ug/l","MICROGRAM PER LITRE"
5736,"DBT Cation","Dibutyl Tin as Cation","ug/l","MICROGRAM PER LITRE"
7771,"PhenolsMH DW","Phenols : Monohydric : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
7864,"FLUORENE","Fluorene","ug/l","MICROGRAM PER LITRE"
7781,"Fluorene DW","Fluorene : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
9342,"Permethrn-Tr","trans-Permethrin","ug/l","MICROGRAM PER LITRE"
3149,"PCB 101 DW","PCB - 101 : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
3127,"SulcofuronNa","Sulcofuron","ug/l","MICROGRAM PER LITRE"
6400,"Ind123pyrDWt","Indeno(1,2,3-cd)pyrene : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
288,"Al - Dry Wt","Aluminium : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
460,"DtrgtAnc&Nnc","Detergents : Anionic + non-ionic","mg/l","MILLIGRAM PER LITRE"
4388,"NP4EO","p-Nonylphenol Tetraethoxylate (isomer mix)","ug/l","MICROGRAM PER LITRE"
9496,"PCSDs","PCSDs :- {chlorphenylid}","ug/l","MICROGRAM PER LITRE"
603,"B-(a)-antDWt","Benzo(a)Anthracene : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
6753,"Anthracene","Anthracene","ug/l","MICROGRAM PER LITRE"
766,"B-[b]-fluDWt","Benzo(b)Fluoranthene : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
9839,"TAME","tert-Amyl methyl ether :- {TAME}","ug/l","MICROGRAM PER LITRE"
9457,"1,2,3-Trimet","1,2,3-Trimethylbenzene","ug/l","MICROGRAM PER LITRE"
3547,"4-CAA","4-Chlorophenoxyacetic acid","ug/l","MICROGRAM PER LITRE"
6882,"GSF 62.5-124","Grain Size Fraction : 62.5 to 124 microns","%","PERCENTAGE"
4407,"Ibuprofen","Ibuprofen","ug/l","MICROGRAM PER LITRE"
9987,"PhennthrnDWt","Phenanthrene : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
4809,"C>10-40 DW","Equiv.Carbon No >10-40 : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
4019,"GSF4000-7999","Grain Size : 4000 to 7999 microns","%","PERCENTAGE"
6559,"DNBP","Dinoseb :- {2-Methyl-n-propyl-4,6-dinitrophenol} :- {DNBP}","ug/l","MICROGRAM PER LITRE"
4621,"PBDE 28","2,4,4-TriBromoDiphenylEther","ug/l","MICROGRAM PER LITRE"
3804,"DBNZAH_DRY","Dibenzo(a,h)Anthracene : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
8942,"HCH Epsilon","HCH -epsilon","ug/l","MICROGRAM PER LITRE"
9883,"Pichloram","Picloram","ug/l","MICROGRAM PER LITRE"
7337,"SULPHIDE DW","Sulphide : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
69,"Colour","Colour","hazen","COLOUR"
9870,"Ni LeachDW","Nickel, Leachable","mg/kg","MILLIGRAM PER KILOGRAM"
8350,"Se LeachDW","Selenium, Leachable : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
4926,"MST Filter","MST Filtration","coded","Coded Result"
4873,"GS Kurtosis","Grain Size Inclusive Kurtosis","mm","MILLIMETRE"
8430,"Asbestos","Asbestos","text","Text Result"
5735,"MBT Cation","Monobutyl Tin as Cation","ug/l","MICROGRAM PER LITRE"
4924,"Depth rel CD","Depth relative to Chart Datum","m","METRE"
8804,"ATRZ-ETHYL","Atrazine-desethyl :- {Atrazine-de-ethyl}","ug/l","MICROGRAM PER LITRE"
9337,"pH Sld Smpl","pH : Solid sample","phunits","PH UNITS"
9596,"Solids <63um","Solids, < 63 um","%","PERCENTAGE"
9458,"135TriMeBenz","1,3,5-Trimethylbenzene :- {Mesitylene}","ug/l","MICROGRAM PER LITRE"
